"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Y","Ytrue"
0.233166878344491,0.584311011480168,0.354645118117332,0.769415961112827,0.336072653299198,0.344445289578289,0.649922088719904,0.787560931872576,0.733305483590811,0.336456075543538,12.3787352235966,13.9477568160747
0.254756492096931,0.171131592011079,0.978204872226343,0.983070969348773,0.0616805728059262,0.958269206807017,0.752422544406727,0.806258963420987,0.154718928737566,0.158812689827755,15.0125241901621,16.0780688976482
0.874608776764944,0.485542279900983,0.963735400699079,0.557600382948294,0.154848655220121,0.517210457008332,0.844158694846556,0.679641458438709,0.207360945641994,0.928429293446243,21.1022496880558,20.3724542810813
0.814911388326436,0.670118050882593,0.60162367625162,0.154286353616044,0.498247581301257,0.346368681406602,0.709418594837189,0.105721911182627,0.55687755998224,0.655744859948754,16.3856316703746,14.1360168475566
0.205486001679674,0.00610300549305975,0.156572596635669,0.353447871748358,0.862820924259722,0.0374969521071762,0.186070839641616,0.304652840830386,0.722716516349465,0.747704272624105,11.4211783240527,10.2468290186605
0.246663157362491,0.433355895103887,0.519236264983192,0.578055707272142,0.169485306600109,0.819061428308487,0.988610840868205,0.57832068670541,0.0841857860796154,0.348534941673279,9.82423970282588,9.93076290316959
0.302190351067111,0.422789379721507,0.221901381388307,0.845548211596906,0.99821611517109,0.982749345013872,0.338928332086653,0.209108924493194,0.494721380760893,0.757102341856807,20.225527791878,18.9002197265349
0.418680059956387,0.588005582103506,0.172004629159346,0.407317711506039,0.71304137003608,0.711264709709212,0.798593381652609,0.987566113704816,0.849988451693207,0.0696094275917858,16.6486006948582,16.7758444789924
0.98452566517517,0.738636147696525,0.720666924025863,0.509206960443407,0.707601719768718,0.755168413510546,0.500339432386681,0.392179668415338,0.161573707591742,0.105329397367314,16.5467259442042,17.1628193602606
0.158357842359692,0.604995345696807,0.356400595977902,0.0163179133087397,0.812222659820691,0.0473828846588731,0.50645732623525,0.988153991289437,0.294231399428099,0.939321836922318,9.61995514543714,7.60129659677959
0.190557162510231,0.741404295898974,0.417413648916408,0.74095936329104,0.538700354052708,0.390087585430592,0.0926127331331372,0.245456422911957,0.82979946047999,0.319117275997996,14.7229262617235,14.5336462897387
0.364357489859685,0.444344756193459,0.905079075833783,0.578718650154769,0.840126828756183,0.396503650350496,0.0592748203780502,0.633791835745797,0.61602536868304,0.634117605164647,18.0651768506677,18.1393687101152
0.716741615440696,0.312960385344923,0.472686791792512,0.263842827873304,0.567389495437965,0.778346521547064,0.18789131520316,0.942475356860086,0.129209496313706,0.625660522375256,11.14701379678,11.9683193642519
0.312096901237965,0.542253242107108,0.371995792491361,0.0565180077683181,0.0788590372540057,0.109265436651185,0.479175443295389,0.192194069968536,0.892839435720816,0.871525770286098,5.29985162851368,6.35690498282997
0.497152826748788,0.987528816564009,0.744396917289123,0.0312007770407945,0.131499586161226,0.640625426312909,0.4948608672712,0.930575195234269,0.206415511667728,0.742630386725068,13.033567484481,12.1600637597345
0.88358482834883,0.344123258488253,0.997216498013586,0.379091289127246,0.90543945110403,0.602264307904989,0.260046111186966,0.191259935963899,0.952286275336519,0.659779662964866,21.3285906236785,21.4271140436184
0.364031509263441,0.140241900924593,0.937014886643738,0.606941307662055,0.200342592783272,0.74951064074412,0.39738821121864,0.229077968280762,0.24611278087832,0.324233814142644,13.3235835322449,12.4877595733999
0.4548716226127,0.452764630317688,0.494868896203116,0.643697893479839,0.420505402144045,0.199372530682012,0.380335896275938,0.664973389590159,0.326903703156859,0.253070395672694,15.8392420776776,14.5680692168562
0.262160518206656,0.936041668988764,0.458271502284333,0.85986254317686,0.0857119953725487,0.296656110789627,0.00542046502232552,0.0818102173507214,0.816956347320229,0.871579789789394,15.8418608166482,16.0300035439356
